barrier_sequence,sequence_length,barrier_changes,reward_path_lengths,choice_points
"[frozenset({np.int64(7), np.int64(42), np.int64(44), np.int64(14), np.int64(17), np.int64(18), np.int64(20), np.int64(23), np.int64(31)}), frozenset({7, 42, 44, 14, 18, 20, 23, 30, 31}), frozenset({7, 42, 44, 14, 17, 18, 20, 23, 30}), frozenset({37, 7, 42, 44, 14, 18, 20, 23, 30})]",4,"[[np.int64(17), 30], [31, 17], [17, 37]]","[[23, 17, 17], [15, 17, 21], [23, 17, 17], [15, 17, 19]]","[{29}, {13}, {29}, {26, 29, 13}]"
"[frozenset({np.int64(34), np.int64(39), np.int64(10), np.int64(42), np.int64(15), np.int64(16), np.int64(22), np.int64(26), np.int64(30)}), frozenset({34, 39, 10, 42, 15, 16, 22, 25, 30}), frozenset({34, 39, 10, 42, 15, 21, 22, 25, 30}), frozenset({34, 39, 9, 10, 42, 15, 22, 25, 30}), frozenset({34, 39, 8, 10, 42, 15, 22, 25, 30}), frozenset({39, 8, 10, 42, 15, 22, 24, 25, 30})]",6,"[[np.int64(26), 25], [16, 21], [21, 9], [9, 8], [34, 24]]","[[23, 17, 19], [15, 23, 19], [21, 15, 19], [15, 17, 19], [17, 15, 19], [17, 23, 17]]","[{24}, {31}, {24}, {24, 17, 31}, {16, 24, 31}, {31}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(42), np.int64(44), np.int64(14), np.int64(17), np.int64(20), np.int64(25), np.int64(28)}), frozenset({37, 7, 42, 44, 14, 20, 25, 28, 31}), frozenset({37, 7, 42, 44, 14, 16, 20, 25, 28}), frozenset({37, 7, 42, 44, 14, 20, 25, 28, 30}), frozenset({7, 42, 44, 14, 20, 21, 25, 28, 30})]",5,"[[np.int64(17), 31], [31, 16], [16, 30], [37, 21]]","[[23, 17, 17], [15, 17, 21], [15, 19, 17], [15, 17, 19], [23, 17, 17]]","[{29}, {13}, {26}, {26, 29, 13}, {29}]"
"[frozenset({np.int64(36), np.int64(39), np.int64(8), np.int64(42), np.int64(12), np.int64(46), np.int64(21), np.int64(24), np.int64(27)}), frozenset({39, 8, 42, 12, 46, 21, 24, 27, 30}), frozenset({39, 8, 42, 12, 46, 21, 27, 29, 30}), frozenset({39, 8, 42, 12, 46, 16, 21, 27, 29})]",4,"[[np.int64(36), 30], [24, 29], [30, 16]]","[[17, 17, 23], [17, 23, 17], [17, 15, 21], [17, 23, 17]]","[{13}, {31}, {13}, {31}]"
"[frozenset({np.int64(39), np.int64(42), np.int64(11), np.int64(13), np.int64(15), np.int64(19), np.int64(22), np.int64(24), np.int64(30)}), frozenset({39, 42, 11, 13, 15, 19, 22, 25, 30}), frozenset({39, 9, 42, 13, 15, 19, 22, 25, 30}), frozenset({39, 9, 42, 13, 15, 19, 22, 26, 30})]",4,"[[np.int64(24), 25], [11, 9], [25, 26]]","[[17, 23, 17], [21, 15, 17], [15, 21, 17], [23, 17, 17]]","[{31}, {29}, {31}, {29}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(45), np.int64(14), np.int64(15), np.int64(25)}), frozenset({32, 34, 37, 10, 45, 14, 15, 20, 25}), frozenset({32, 34, 35, 37, 10, 45, 14, 15, 25}), frozenset({32, 34, 37, 10, 45, 14, 15, 23, 25}), frozenset({34, 36, 37, 10, 45, 14, 15, 23, 25})]",5,"[[np.int64(40), 20], [20, 35], [35, 23], [32, 36]]","[[19, 15, 17], [19, 21, 15], [19, 15, 21], [19, 17, 15], [17, 17, 21]]","[{16, 24, 36}, {36}, {16}, {16, 35, 36}, {16}]"
"[frozenset({np.int64(39), np.int64(9), np.int64(42), np.int64(10), np.int64(46), np.int64(22), np.int64(23), np.int64(24), np.int64(30)}), frozenset({39, 9, 42, 10, 46, 21, 22, 23, 30}), frozenset({39, 9, 42, 10, 46, 20, 22, 23, 30}), frozenset({39, 9, 42, 46, 17, 20, 22, 23, 30}), frozenset({39, 9, 42, 46, 17, 22, 23, 24, 30})]",5,"[[np.int64(24), 21], [21, 20], [10, 17], [20, 24]]","[[15, 21, 17], [23, 17, 17], [15, 19, 17], [23, 17, 17], [17, 23, 17]]","[{31}, {29}, {17, 29, 31}, {29}, {31}]"
"[frozenset({np.int64(32), np.int64(37), np.int64(8), np.int64(40), np.int64(9), np.int64(45), np.int64(20), np.int64(21), np.int64(28)}), frozenset({32, 35, 40, 9, 8, 45, 20, 21, 28}), frozenset({32, 40, 9, 8, 45, 20, 21, 28, 31}), frozenset({32, 35, 8, 40, 9, 45, 20, 28, 31})]",4,"[[np.int64(37), 35], [35, 31], [21, 35]]","[[19, 17, 15], [17, 17, 23], [21, 17, 15], [17, 17, 23]]","[{29, 36, 13}, {13}, {29}, {13}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(42), np.int64(10), np.int64(17), np.int64(19), np.int64(25), np.int64(27), np.int64(30)}), frozenset({36, 39, 8, 42, 10, 19, 25, 27, 30}), frozenset({39, 8, 10, 42, 19, 24, 25, 27, 30}), frozenset({39, 8, 10, 42, 19, 21, 25, 27, 30}), frozenset({39, 8, 42, 19, 20, 21, 25, 27, 30})]",5,"[[np.int64(17), 36], [36, 24], [24, 21], [10, 20]]","[[21, 15, 17], [17, 15, 19], [17, 23, 17], [19, 15, 17], [17, 23, 17]]","[{29}, {16}, {31}, {16, 29, 31}, {31}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(12), np.int64(45), np.int64(18), np.int64(25), np.int64(27), np.int64(28)}), frozenset({34, 37, 10, 12, 45, 18, 25, 28, 30}), frozenset({34, 37, 10, 12, 45, 18, 21, 25, 28}), frozenset({34, 37, 41, 10, 12, 45, 18, 25, 28}), frozenset({34, 37, 41, 10, 44, 12, 45, 18, 25}), frozenset({34, 37, 10, 12, 44, 45, 18, 21, 25})]",6,"[[np.int64(27), 30], [30, 21], [21, 41], [28, 44], [41, 21]]","[[17, 19, 15], [15, 19, 21], [21, 19, 15], [15, 19, 17], [15, 17, 19], [21, 17, 17]]","[{17, 35, 36}, {17}, {35}, {17, 26, 35}, {24, 17, 26}, {24}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(45), np.int64(14), np.int64(13), np.int64(15), np.int64(25), np.int64(28)}), frozenset({34, 37, 40, 10, 45, 13, 14, 15, 25}), frozenset({34, 37, 40, 41, 10, 45, 14, 15, 25}), frozenset({34, 37, 41, 10, 45, 14, 15, 20, 25})]",4,"[[np.int64(28), 40], [13, 41], [40, 20]]","[[19, 17, 15], [19, 15, 17], [17, 15, 19], [17, 21, 17]]","[{35}, {24}, {16, 24, 26}, {26}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(9), np.int64(10), np.int64(45), np.int64(18), np.int64(19), np.int64(25), np.int64(30)}), frozenset({34, 37, 9, 10, 45, 18, 19, 25, 26}), frozenset({34, 37, 9, 10, 45, 46, 18, 19, 25}), frozenset({34, 37, 9, 10, 45, 18, 19, 25, 27}), frozenset({34, 37, 10, 45, 14, 18, 19, 25, 27}), frozenset({34, 37, 10, 45, 14, 18, 19, 25, 30})]",6,"[[np.int64(30), 26], [26, 46], [46, 27], [9, 14], [27, 30]]","[[15, 19, 21], [21, 19, 15], [15, 19, 17], [17, 19, 15], [19, 17, 15], [17, 17, 21]]","[{17}, {35}, {17, 26, 35}, {17, 35, 36}, {16, 35, 36}, {16}]"
"[frozenset({36, 39, 8, 10, 46, 15, 21, 27, 30}), frozenset({39, 8, 10, 46, 15, 21, 24, 27, 30}), frozenset({34, 39, 8, 10, 46, 15, 21, 27, 30}), frozenset({34, 39, 8, 46, 15, 16, 21, 27, 30}), frozenset({34, 39, 8, 13, 46, 15, 21, 27, 30})]",5,"[[36, 24], [24, 34], [10, 16], [16, 13]]","[[19, 15, 21], [19, 25, 17], [19, 15, 19], [17, 25, 19], [21, 15, 19]]","[{16}, {31}, {16, 24, 31}, {31}, {24}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(9), np.int64(41), np.int64(11), np.int64(20), np.int64(21), np.int64(23)}), frozenset({32, 35, 8, 9, 41, 11, 20, 21, 23}), frozenset({32, 8, 9, 41, 11, 20, 21, 23, 29}), frozenset({32, 36, 8, 9, 41, 11, 21, 23, 29})]",4,"[[np.int64(34), 35], [35, 29], [20, 36]]","[[17, 19, 15], [17, 17, 23], [17, 21, 15], [17, 17, 23]]","[{35, 13, 31}, {13}, {31}, {13}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(44), np.int64(13), np.int64(46), np.int64(15), np.int64(21), np.int64(30)}), frozenset({32, 34, 8, 44, 46, 15, 16, 21, 30}), frozenset({32, 34, 8, 10, 44, 46, 15, 21, 30}), frozenset({32, 34, 8, 10, 44, 46, 15, 20, 21}), frozenset({32, 34, 36, 8, 10, 44, 46, 15, 21})]",5,"[[np.int64(13), 16], [16, 10], [30, 20], [20, 36]]","[[21, 15, 19], [17, 25, 19], [19, 15, 19], [19, 25, 17], [19, 15, 21]]","[{24}, {31}, {16, 24, 31}, {31}, {16}]"
"[frozenset({np.int64(37), np.int64(40), np.int64(9), np.int64(18), np.int64(20), np.int64(21), np.int64(25), np.int64(27), np.int64(28)}), frozenset({37, 40, 9, 13, 18, 20, 25, 27, 28}), frozenset({37, 40, 9, 42, 13, 18, 20, 25, 28}), frozenset({37, 40, 9, 42, 17, 18, 20, 25, 28})]",4,"[[np.int64(21), 13], [27, 42], [13, 17]]","[[21, 17, 15], [17, 19, 15], [15, 19, 17], [23, 17, 17]]","[{29}, {36}, {26}, {29}]"
"[frozenset({np.int64(32), np.int64(39), np.int64(8), np.int64(10), np.int64(46), np.int64(19), np.int64(21), np.int64(27), np.int64(30)}), frozenset({32, 39, 8, 46, 16, 19, 21, 27, 30}), frozenset({32, 39, 8, 13, 46, 19, 21, 27, 30}), frozenset({32, 39, 8, 13, 46, 19, 24, 27, 30})]",4,"[[np.int64(10), 16], [16, 13], [21, 24]]","[[19, 15, 17], [17, 23, 17], [21, 15, 17], [17, 23, 17]]","[{16, 29, 31}, {31}, {29}, {31}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(40), np.int64(10), np.int64(15), np.int64(18), np.int64(25), np.int64(31)}), frozenset({34, 35, 8, 40, 10, 15, 18, 25, 31}), frozenset({34, 35, 40, 10, 12, 15, 18, 25, 31}), frozenset({34, 40, 10, 12, 15, 18, 22, 25, 31})]",4,"[[np.int64(32), 35], [8, 12], [35, 22]]","[[19, 15, 17], [17, 15, 19], [15, 17, 19], [21, 17, 17]]","[{24}, {16}, {17}, {24}]"
"[frozenset({np.int64(32), np.int64(36), np.int64(8), np.int64(40), np.int64(9), np.int64(11), np.int64(17), np.int64(20), np.int64(28)}), frozenset({32, 36, 8, 40, 9, 11, 20, 21, 28}), frozenset({32, 40, 9, 8, 11, 20, 21, 28, 31}), frozenset({32, 35, 8, 40, 9, 11, 20, 28, 31})]",4,"[[np.int64(17), 21], [36, 31], [21, 35]]","[[23, 17, 17], [17, 17, 23], [21, 17, 15], [17, 17, 23]]","[{29}, {13}, {29}, {13}]"
"[frozenset({np.int64(32), np.int64(35), np.int64(8), np.int64(9), np.int64(41), np.int64(46), np.int64(20), np.int64(21), np.int64(28)}), frozenset({32, 34, 8, 9, 41, 46, 20, 21, 28}), frozenset({32, 34, 36, 8, 9, 41, 46, 21, 28}), frozenset({32, 34, 8, 9, 41, 46, 16, 21, 28})]",4,"[[np.int64(35), 34], [20, 36], [36, 16]]","[[17, 17, 23], [17, 19, 15], [17, 17, 23], [17, 21, 15]]","[{13}, {35, 13, 31}, {13}, {31}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(11), np.int64(45), np.int64(20), np.int64(21), np.int64(27), np.int64(28), np.int64(29)}), frozenset({35, 37, 7, 11, 45, 20, 21, 27, 28}), frozenset({34, 37, 7, 11, 45, 20, 21, 27, 28}), frozenset({34, 36, 7, 11, 45, 20, 21, 27, 28}), frozenset({34, 36, 7, 11, 45, 17, 20, 27, 28})]",5,"[[np.int64(29), 35], [35, 34], [37, 36], [21, 17]]","[[19, 21, 15], [19, 17, 25], [19, 19, 15], [17, 19, 25], [23, 19, 17]]","[{36}, {13}, {35, 36, 13}, {13}, {35}]"
"[frozenset({np.int64(7), np.int64(39), np.int64(42), np.int64(17), np.int64(20), np.int64(22), np.int64(23), np.int64(27), np.int64(30)}), frozenset({7, 39, 10, 42, 20, 22, 23, 27, 30}), frozenset({39, 7, 10, 42, 21, 22, 23, 27, 30}), frozenset({39, 7, 42, 10, 22, 23, 24, 27, 30})]",4,"[[np.int64(17), 10], [20, 21], [21, 24]]","[[23, 17, 17], [15, 19, 17], [23, 17, 17], [15, 21, 17]]","[{29}, {17, 29, 31}, {29}, {31}]"
"[frozenset({np.int64(32), np.int64(8), np.int64(41), np.int64(12), np.int64(44), np.int64(45), np.int64(16), np.int64(21), np.int64(29)}), frozenset({32, 8, 41, 12, 45, 44, 21, 25, 29}), frozenset({32, 8, 41, 12, 45, 21, 23, 25, 29}), frozenset({32, 36, 8, 41, 12, 45, 21, 23, 29})]",4,"[[np.int64(16), 25], [44, 23], [25, 36]]","[[17, 23, 17], [17, 15, 21], [17, 21, 15], [17, 17, 23]]","[{31}, {13}, {31}, {13}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(13), np.int64(45), np.int64(15), np.int64(22), np.int64(23), np.int64(25), np.int64(29)}), frozenset({34, 37, 13, 45, 15, 22, 23, 25, 26}), frozenset({34, 37, 40, 45, 13, 15, 22, 25, 26}), frozenset({34, 37, 7, 40, 13, 45, 15, 22, 25})]",4,"[[np.int64(29), 26], [23, 40], [26, 7]]","[[17, 19, 15], [19, 17, 15], [19, 15, 17], [17, 21, 17]]","[{36}, {35}, {24}, {36}]"
"[frozenset({np.int64(39), np.int64(9), np.int64(10), np.int64(42), np.int64(21), np.int64(22), np.int64(23), np.int64(25), np.int64(30)}), frozenset({39, 9, 42, 10, 22, 23, 24, 25, 30}), frozenset({35, 39, 9, 10, 42, 22, 23, 25, 30}), frozenset({39, 9, 42, 10, 20, 22, 23, 25, 30}), frozenset({39, 9, 42, 17, 20, 22, 23, 25, 30})]",5,"[[np.int64(21), 24], [24, 35], [35, 20], [10, 17]]","[[23, 17, 17], [15, 21, 17], [15, 17, 19], [15, 19, 17], [23, 17, 17]]","[{29}, {31}, {17}, {17, 29, 31}, {29}]"
"[frozenset({np.int64(34), np.int64(39), np.int64(8), np.int64(42), np.int64(12), np.int64(46), np.int64(21), np.int64(27), np.int64(30)}), frozenset({39, 8, 42, 12, 46, 16, 21, 27, 30}), frozenset({39, 8, 42, 12, 46, 21, 27, 29, 30}), frozenset({39, 8, 42, 12, 46, 16, 21, 27, 29})]",4,"[[np.int64(34), 16], [16, 29], [30, 16]]","[[17, 15, 19], [17, 23, 17], [17, 15, 21], [17, 23, 17]]","[{24, 13, 31}, {31}, {13}, {31}]"
"[frozenset({np.int64(36), np.int64(40), np.int64(9), np.int64(11), np.int64(44), np.int64(17), np.int64(20), np.int64(27), np.int64(28)}), frozenset({36, 40, 9, 11, 44, 20, 21, 27, 28}), frozenset({40, 9, 11, 44, 20, 21, 27, 28, 31}), frozenset({35, 40, 9, 11, 44, 20, 27, 28, 31})]",4,"[[np.int64(17), 21], [36, 31], [21, 35]]","[[23, 17, 17], [17, 17, 23], [21, 17, 15], [17, 17, 23]]","[{29}, {13}, {29}, {13}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(42), np.int64(44), np.int64(14), np.int64(17), np.int64(20), np.int64(23), np.int64(30)}), frozenset({37, 7, 42, 44, 14, 15, 20, 23, 30}), frozenset({37, 7, 42, 44, 14, 20, 23, 30, 31}), frozenset({37, 7, 42, 44, 14, 17, 20, 23, 31})]",4,"[[np.int64(17), 15], [15, 31], [30, 17]]","[[25, 17, 19], [15, 21, 19], [15, 17, 21], [23, 17, 17]]","[{29}, {26}, {13}, {29}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(10), np.int64(45), np.int64(46), np.int64(17), np.int64(18), np.int64(19), np.int64(25)}), frozenset({34, 37, 7, 10, 45, 46, 18, 19, 25}), frozenset({34, 37, 7, 10, 45, 18, 19, 25, 26}), frozenset({34, 37, 7, 10, 45, 18, 19, 25, 30}), frozenset({34, 37, 7, 10, 45, 18, 19, 25, 27}), frozenset({34, 37, 10, 45, 14, 18, 19, 25, 27})]",6,"[[np.int64(17), 7], [46, 26], [26, 30], [30, 27], [7, 14]]","[[21, 17, 17], [15, 19, 17], [21, 19, 15], [15, 19, 21], [17, 19, 15], [19, 17, 15]]","[{35}, {17, 26, 35}, {35}, {17}, {17, 35, 36}, {16, 35, 36}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(41), np.int64(10), np.int64(15), np.int64(21), np.int64(25), np.int64(28)}), frozenset({32, 34, 36, 8, 41, 10, 15, 21, 25}), frozenset({32, 34, 8, 41, 10, 15, 20, 21, 25}), frozenset({32, 34, 39, 8, 41, 10, 15, 21, 25}), frozenset({32, 34, 39, 8, 41, 15, 16, 21, 25})]",5,"[[np.int64(28), 36], [36, 20], [20, 39], [10, 16]]","[[19, 17, 15], [19, 15, 21], [19, 23, 15], [19, 15, 17], [17, 23, 17]]","[{16, 35, 31}, {16}, {31}, {16, 24, 31}, {31}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(37), np.int64(8), np.int64(9), np.int64(45), np.int64(16), np.int64(21), np.int64(23)}), frozenset({32, 34, 37, 8, 9, 45, 21, 23, 30}), frozenset({32, 34, 37, 8, 9, 45, 20, 21, 23}), frozenset({32, 35, 37, 8, 9, 45, 20, 21, 23}), frozenset({32, 35, 37, 8, 9, 45, 16, 21, 23})]",5,"[[np.int64(16), 30], [30, 20], [34, 35], [20, 16]]","[[19, 21, 15], [19, 17, 25], [19, 19, 15], [19, 17, 25], [19, 23, 17]]","[{36}, {13}, {35, 36, 13}, {13}, {36}]"
"[frozenset({np.int64(37), np.int64(7), np.int64(40), np.int64(10), np.int64(18), np.int64(20), np.int64(22), np.int64(25), np.int64(28)}), frozenset({36, 37, 7, 40, 10, 18, 20, 25, 28}), frozenset({37, 7, 40, 10, 18, 20, 21, 25, 28}), frozenset({37, 7, 40, 10, 42, 18, 20, 25, 28}), frozenset({37, 7, 40, 42, 17, 18, 20, 25, 28})]",5,"[[np.int64(22), 36], [36, 21], [21, 42], [10, 17]]","[[17, 19, 15], [15, 19, 21], [23, 19, 15], [15, 19, 17], [23, 17, 17]]","[{17, 36, 29}, {17}, {29}, {17, 26, 29}, {29}]"
"[frozenset({np.int64(37), np.int64(40), np.int64(9), np.int64(17), np.int64(18), np.int64(20), np.int64(25), np.int64(27), np.int64(28)}), frozenset({37, 40, 9, 13, 18, 20, 25, 27, 28}), frozenset({37, 40, 9, 42, 13, 18, 20, 25, 28}), frozenset({37, 40, 9, 42, 17, 18, 20, 25, 28})]",4,"[[np.int64(17), 13], [27, 42], [13, 17]]","[[21, 17, 15], [17, 19, 15], [15, 19, 17], [23, 17, 17]]","[{29}, {36}, {26}, {29}]"
"[frozenset({np.int64(39), np.int64(42), np.int64(11), np.int64(13), np.int64(15), np.int64(19), np.int64(24), np.int64(27), np.int64(30)}), frozenset({39, 42, 11, 13, 15, 19, 21, 27, 30}), frozenset({39, 42, 11, 15, 19, 21, 24, 27, 30}), frozenset({39, 10, 11, 42, 15, 19, 21, 27, 30})]",4,"[[np.int64(24), 21], [13, 24], [24, 10]]","[[17, 23, 17], [21, 15, 17], [17, 23, 17], [19, 15, 17]]","[{31}, {29}, {31}, {16, 29, 31}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(41), np.int64(10), np.int64(12), np.int64(15), np.int64(18), np.int64(25), np.int64(28)}), frozenset({34, 37, 39, 41, 10, 12, 15, 18, 25}), frozenset({34, 37, 39, 41, 10, 15, 18, 21, 25}), frozenset({34, 37, 39, 41, 10, 15, 16, 18, 25}), frozenset({34, 37, 39, 8, 41, 10, 15, 18, 25}), frozenset({34, 37, 8, 41, 10, 15, 18, 24, 25})]",6,"[[np.int64(28), 39], [12, 21], [21, 16], [16, 8], [39, 24]]","[[15, 19, 17], [15, 17, 19], [21, 15, 19], [15, 21, 19], [17, 15, 19], [17, 21, 17]]","[{17, 26, 35}, {24, 17, 26}, {24}, {26}, {16, 24, 26}, {26}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(42), np.int64(10), np.int64(15), np.int64(19), np.int64(26), np.int64(27), np.int64(30)}), frozenset({39, 8, 10, 42, 15, 19, 24, 27, 30}), frozenset({39, 8, 10, 42, 15, 19, 21, 27, 30}), frozenset({39, 8, 42, 15, 16, 19, 21, 27, 30}), frozenset({39, 8, 42, 15, 16, 19, 26, 27, 30})]",5,"[[np.int64(26), 24], [24, 21], [10, 16], [21, 26]]","[[21, 15, 17], [17, 23, 17], [19, 15, 17], [17, 23, 17], [23, 17, 17]]","[{29}, {31}, {16, 29, 31}, {31}, {29}]"
"[frozenset({np.int64(34), np.int64(8), np.int64(44), np.int64(46), np.int64(15), np.int64(21), np.int64(22), np.int64(27), np.int64(30)}), frozenset({34, 8, 44, 46, 15, 16, 21, 27, 30}), frozenset({34, 8, 10, 44, 46, 15, 21, 27, 30}), frozenset({8, 10, 44, 46, 15, 21, 24, 27, 30}), frozenset({36, 8, 10, 44, 46, 15, 21, 24, 27})]",5,"[[np.int64(22), 16], [16, 10], [34, 24], [30, 36]]","[[21, 15, 19], [17, 25, 19], [19, 15, 19], [19, 25, 17], [19, 17, 23]]","[{24}, {31}, {16, 24, 31}, {31}, {16}]"
"[frozenset({np.int64(7), np.int64(42), np.int64(10), np.int64(44), np.int64(13), np.int64(15), np.int64(22), np.int64(25), np.int64(30)}), frozenset({34, 7, 10, 42, 44, 15, 22, 25, 30}), frozenset({34, 10, 11, 42, 44, 15, 22, 25, 30}), frozenset({10, 11, 44, 42, 15, 22, 24, 25, 30})]",4,"[[np.int64(13), 34], [7, 11], [34, 24]]","[[15, 21, 17], [15, 17, 19], [17, 15, 19], [17, 23, 17]]","[{31}, {24, 17, 31}, {16, 24, 31}, {31}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(8), np.int64(12), np.int64(45), np.int64(21), np.int64(23), np.int64(25), np.int64(30)}), frozenset({32, 34, 8, 12, 45, 17, 21, 23, 25}), frozenset({32, 34, 8, 40, 12, 45, 17, 21, 25}), frozenset({32, 34, 8, 40, 12, 45, 21, 25, 30})]",4,"[[np.int64(30), 17], [23, 40], [17, 30]]","[[17, 17, 23], [19, 17, 15], [19, 15, 17], [17, 15, 21]]","[{13}, {35}, {24}, {13}]"
"[frozenset({np.int64(36), np.int64(37), np.int64(7), np.int64(42), np.int64(44), np.int64(14), np.int64(17), np.int64(20), np.int64(28)}), frozenset({36, 37, 7, 42, 44, 14, 20, 25, 28}), frozenset({37, 7, 42, 44, 14, 16, 20, 25, 28}), frozenset({37, 7, 42, 44, 14, 20, 25, 28, 30}), frozenset({7, 42, 44, 14, 20, 21, 25, 28, 30})]",5,"[[np.int64(17), 25], [36, 16], [16, 30], [37, 21]]","[[23, 17, 17], [15, 17, 21], [15, 19, 17], [15, 17, 19], [23, 17, 17]]","[{29}, {13}, {26}, {26, 29, 13}, {29}]"
"[frozenset({np.int64(39), np.int64(8), np.int64(10), np.int64(42), np.int64(19), np.int64(25), np.int64(26), np.int64(27), np.int64(30)}), frozenset({36, 39, 8, 42, 10, 19, 25, 27, 30}), frozenset({39, 8, 10, 42, 19, 24, 25, 27, 30}), frozenset({39, 8, 10, 42, 19, 21, 25, 27, 30}), frozenset({39, 8, 42, 19, 20, 21, 25, 27, 30})]",5,"[[np.int64(26), 36], [36, 24], [24, 21], [10, 20]]","[[21, 15, 17], [17, 15, 19], [17, 23, 17], [19, 15, 17], [17, 23, 17]]","[{29}, {16}, {31}, {16, 29, 31}, {31}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(39), np.int64(11), np.int64(13), np.int64(46), np.int64(15), np.int64(21), np.int64(30)}), frozenset({32, 34, 39, 11, 46, 15, 16, 21, 30}), frozenset({32, 34, 39, 10, 11, 46, 15, 21, 30}), frozenset({32, 39, 10, 11, 46, 15, 21, 24, 30}), frozenset({32, 39, 10, 11, 46, 15, 21, 29, 30})]",5,"[[np.int64(13), 16], [16, 10], [34, 24], [24, 29]]","[[21, 15, 19], [17, 25, 19], [19, 15, 19], [19, 25, 17], [19, 15, 21]]","[{24}, {31}, {16, 24, 31}, {31}, {16}]"
"[frozenset({np.int64(34), np.int64(37), np.int64(9), np.int64(10), np.int64(45), np.int64(18), np.int64(19), np.int64(25), np.int64(26)}), frozenset({34, 37, 9, 10, 45, 18, 19, 25, 30}), frozenset({34, 37, 9, 10, 45, 18, 19, 25, 27}), frozenset({34, 37, 10, 45, 14, 18, 19, 25, 27}), frozenset({34, 37, 10, 45, 14, 18, 19, 25, 30})]",5,"[[np.int64(26), 30], [30, 27], [9, 14], [27, 30]]","[[21, 19, 15], [15, 19, 21], [17, 19, 15], [19, 17, 15], [17, 17, 21]]","[{35}, {17}, {17, 35, 36}, {16, 35, 36}, {16}]"
"[frozenset({np.int64(32), np.int64(34), np.int64(37), np.int64(40), np.int64(10), np.int64(12), np.int64(18), np.int64(20), np.int64(25)}), frozenset({32, 34, 37, 40, 10, 12, 18, 25, 30}), frozenset({32, 34, 37, 40, 10, 12, 18, 25, 31}), frozenset({34, 37, 40, 10, 42, 12, 18, 25, 31})]",4,"[[np.int64(20), 30], [30, 31], [32, 42]]","[[17, 21, 17], [17, 17, 21], [21, 17, 17], [15, 17, 19]]","[{36}, {17}, {24}, {17}]"
"[frozenset({37, 7, 42, 11, 44, 14, 20, 23, np.int64(30)}), frozenset({7, 42, 11, 44, 14, 20, 23, 26, 30}), frozenset({7, 42, 11, 44, 14, 20, 23, 30, 31}), frozenset({7, 42, 11, 44, 14, 17, 20, 23, 31})]",4,"[[37, 26], [26, 31], [30, 17]]","[[15, 17, 19], [23, 17, 17], [15, 17, 21], [23, 17, 17]]","[{26, 29, 13}, {29}, {13}, {29}]"
"[frozenset({np.int64(34), np.int64(36), np.int64(8), np.int64(9), np.int64(45), np.int64(20), np.int64(21), np.int64(23), np.int64(27)}), frozenset({34, 37, 8, 9, 45, 20, 21, 23, 27}), frozenset({35, 37, 8, 9, 45, 20, 21, 23, 27}), frozenset({35, 37, 8, 9, 45, 16, 21, 23, 27})]",4,"[[np.int64(36), 37], [34, 35], [20, 16]]","[[17, 19, 25], [19, 19, 15], [19, 17, 25], [19, 23, 17]]","[{13}, {35, 36, 13}, {13}, {36}]"
"[frozenset({np.int64(39), np.int64(42), np.int64(11), np.int64(15), np.int64(16), np.int64(19), np.int64(26), np.int64(27), np.int64(30)}), frozenset({39, 42, 11, 15, 16, 19, 21, 27, 30}), frozenset({39, 10, 11, 42, 15, 19, 21, 27, 30}), frozenset({39, 10, 11, 42, 15, 19, 24, 27, 30}), frozenset({39, 10, 11, 42, 15, 19, 26, 27, 30})]",5,"[[np.int64(26), 21], [16, 10], [21, 24], [24, 26]]","[[23, 17, 17], [17, 23, 17], [19, 15, 17], [17, 23, 17], [21, 15, 17]]","[{29}, {31}, {16, 29, 31}, {31}, {29}]"
